번호,야영장명,주소,화로대,부대시설,주변이용가능시설,테마환경,반려동물출입,비수기_평일_가격,비수기_주말_가격,성수기_평일_가격,성수기_주말_가격,naver_id,states
2235,갈론계곡캠핑장,충청북도 괴산군 칠성면 칠성로10길 466-3,정보없음,정보없음,정보없음,정보없음,불가능,35000,46000,52000,63000,1208633149,운영중
2236,솔밭캠프,충청북도 괴산군 칠성면 쌍곡로 322,개별,"전기,무선인터넷,장작판매,온수,마트.편의점","계곡 물놀이,강/물놀이","봄꽃여행,여름물놀이,가을단풍명소,걷기길",불가능,45000,58000,68000,81000,1029968229,운영중
2237,원남지야영장,충청북도 음성군 원남면 조촌리 930,정보없음,정보없음,정보없음,정보없음,불가능,45000,58000,68000,81000,1834788550,운영중
2238,한스빌리지,충청북도 단양군 가곡면 새밭로 393,정보없음,정보없음,정보없음,정보없음,불가능,35000,46000,52000,63000,1830794858,운영중
2239,파인 카라반 캠핑장,충청북도 단양군 가곡면 남한강로 1038,정보없음,정보없음,정보없음,정보없음,불가능,85000,110000,128000,153000,1549924613,운영중
2240,캠핑하우스,충청남도 천안시 동남구 용곡1길 98 (용곡동),정보없음,정보없음,정보없음,정보없음,불가능,45000,58000,68000,81000,NOT_FOUND,휴업
2241,정안 글램핑,충청남도 공주시 정안면 광정장터길 88,정보없음,정보없음,정보없음,정보없음,불가능,95000,124000,142000,171000,1381171076,운영중
2242,계룡산상신농촌체험휴양마을협의회,충청남도 공주시 반포면 상하신길 396,개별,정보없음,정보없음,정보없음,불가능,45000,58000,68000,81000,37812166,운영중
2243,놀자캠핑,충청남도 공주시 사곡면 해월길 60-13,정보없음,정보없음,정보없음,정보없음,불가능,35000,46000,52000,63000,1118197478,운영중
2244,더반 힐 글램핑,충청남도 보령시 오천면 오천해안로 555,정보없음,정보없음,정보없음,정보없음,불가능,105000,136000,158000,189000,1077049243,운영중
2245,팔봉갯벌체험야영장,충청남도 서산시 팔봉면 범머리길 408,정보없음,정보없음,정보없음,정보없음,불가능,40000,52000,60000,72000,1829843714,운영중
2246,(중복제거) 삼원그린힐스,충청남도 서산시 팔봉면 진장서낭골길 204,정보없음,정보없음,정보없음,정보없음,정보없음,35000,46000,52000,63000,NOT_FOUND,휴업
2247,칠갑산계곡캠핑장,충청남도 청양군 대치면 돌모로길 212-4,정보없음,정보없음,정보없음,정보없음,정보없음,40000,52000,60000,72000,NOT_FOUND,휴업
2248,(중복제거) 물결카라반캠핑장,충청남도 태안군 원북면 학암포길 21-22,개별,"전기,무선인터넷,장작판매,온수,산책로,마트.편의점",해수욕,여름물놀이,불가능,90000,117000,135000,162000,NOT_FOUND,휴업
2249,바다글램핑,충청남도 태안군 원북면 학암포길 21-37,정보없음,정보없음,정보없음,정보없음,정보없음,95000,124000,142000,171000,1589108005,운영중
2250,청포아일랜드,충청남도 태안군 남면 양잠리 1230-58번지,정보없음,정보없음,정보없음,정보없음,정보없음,40000,52000,60000,72000,NOT_FOUND,휴업
2251,더마루야영장,충청남도 태안군 안면읍 창기리 1236-3,정보없음,정보없음,정보없음,정보없음,정보없음,45000,58000,68000,81000,NOT_FOUND,휴업
2252,관리도캠핑장,전라북도 군산시 옥도면 관리도길 60-19,정보없음,정보없음,정보없음,정보없음,불가능,40000,52000,60000,72000,1660876594,운영중
2253,허브밸리캐러반오토캠핑장,전라북도 남원시 운봉읍 용산리 442-3,정보없음,정보없음,정보없음,정보없음,정보없음,35000,46000,52000,63000,NOT_FOUND,휴업
2254,수류산골야영장,전라북도 김제시 금산면 수류로 557-75,개별,정보없음,정보없음,정보없음,불가능,40000,52000,60000,72000,1072969022,운영중
2255,비채야영장,전라북도 완주군 동상면 동상로 1260-13,정보없음,정보없음,정보없음,정보없음,불가능,40000,52000,60000,72000,1963730462,운영중
2256,로뎀하우스,전라북도 완주군 운주면 금고당로 1070-14,정보없음,정보없음,정보없음,정보없음,불가능,40000,52000,60000,72000,NOT_FOUND,휴업
2257,무주칠연캠핑장,전라북도 무주군 안성면 통안길 25-7,정보없음,정보없음,정보없음,정보없음,정보없음,35000,46000,52000,63000,NOT_FOUND,휴업
2258,무주 향로산 자연휴양림,전라북도 무주군 무주읍 무학로 153-36,정보없음,정보없음,정보없음,정보없음,불가능,35000,46000,52000,63000,NOT_FOUND,휴업
2259,옥수골계곡펜션야영장,전라북도 무주군 적상면 옥소동길 52,개별,정보없음,정보없음,정보없음,불가능,35000,46000,52000,63000,17397036,운영중
2260,무주덕유산글램핑,전라북도 무주군 무풍면 오두재로 96,정보없음,정보없음,정보없음,정보없음,불가능,105000,136000,158000,189000,NOT_FOUND,휴업
2261,타코마장수관광농원캠핑장,전라북도 장수군 계남면 장수로 2662-11,정보없음,정보없음,정보없음,정보없음,정보없음,35000,46000,52000,63000,NOT_FOUND,휴업
2262,순천만갈대캠핑장,전라남도 순천시 순천만길 754 (안풍동),정보없음,정보없음,정보없음,정보없음,정보없음,45000,58000,68000,81000,NOT_FOUND,휴업
2263,핫캠핑장,전라남도 담양군 용면 용소길 131,개별,정보없음,정보없음,정보없음,가능(소형견),40000,52000,60000,72000,1271754210,운영중
2264,라온야영장,전라남도 담양군 용면 금성산성길 548,개별,정보없음,정보없음,정보없음,불가능,40000,52000,60000,72000,1042702808,운영중
2265,하늘나리 캠핑장,전라남도 곡성군 죽곡면 상한길 255-4,정보없음,정보없음,정보없음,정보없음,불가능,45000,58000,68000,81000,NOT_FOUND,휴업
2266,윤제림 숲속 야영장,전라남도 보성군 겸백면 주월산길 165-44,개별,정보없음,정보없음,정보없음,불가능,45000,58000,68000,81000,NOT_FOUND,휴업
2267,덕룡산 캠핑장,전라남도 강진군 도암면 봉황로 616,정보없음,정보없음,정보없음,정보없음,불가능,40000,52000,60000,72000,1750480787,운영중
2268,톱머리 글램핑장,전라남도 무안군 망운면 톱머리길 66-5,정보없음,정보없음,정보없음,정보없음,불가능,95000,124000,142000,171000,1262175878,운영중
2269,회산백련지 오토캠핑장,전라남도 무안군 일로읍 복룡리 203,개별,"전기,장작판매,온수,산책로,운동장",산책로,걷기길,불가능,45000,58000,68000,81000,NOT_FOUND,휴업
2270,캠핑아이,전라남도 영광군 백수읍 법백로 39,개별,정보없음,정보없음,정보없음,불가능,35000,46000,52000,63000,1149467690,운영중
2271,솔내음 물댄동산 야영장,전라남도 장성군 삼계면 자초로 198,정보없음,정보없음,정보없음,정보없음,불가능,40000,52000,60000,72000,394082100,운영중
2272,태청산관광힐링타운야영장,전라남도 장성군 삼계면 용매골길 202,개별,정보없음,정보없음,정보없음,불가능,40000,52000,60000,72000,NOT_FOUND,휴업
2273,불태산야영장,전라남도 장성군 진원면 고산로 61-164,개별,정보없음,정보없음,정보없음,불가능,35000,46000,52000,63000,1029047102,운영중
2274,명사십리제2야영장,전라남도 완도군 신지면 신리 산 30-6,개별,운동시설,해수욕,여름물놀이,가능(소형견),35000,46000,52000,63000,1985004714,운영중
2275,명사십리 임촌야영장,전라남도 완도군 신지면 신리 산 28,개별,정보없음,정보없음,정보없음,불가능,45000,58000,68000,81000,1765765883,운영중
2276,명사십리 대평야영장,전라남도 완도군 신지면 대곡리 산 292-14,정보없음,정보없음,정보없음,정보없음,불가능,35000,46000,52000,63000,NOT_FOUND,휴업
2277,명사십리제1야영장,전라남도 완도군 신지면 명사십리길 85-107,정보없음,정보없음,정보없음,정보없음,불가능,45000,58000,68000,81000,NOT_FOUND,휴업
2278,명사십리 신리야영장,전라남도 완도군 신지면 신지로 511,정보없음,정보없음,정보없음,정보없음,불가능,45000,58000,68000,81000,1271511101,운영중
2279,명사십리 솔밭야영장,전라남도 완도군 신지면 신리 산 30-12번지,정보없음,정보없음,정보없음,정보없음,정보없음,35000,46000,52000,63000,NOT_FOUND,휴업
2280,명사십리제3야영장,전라남도 완도군 신지면 신리 산 30-7,불가,온수,해수욕,정보없음,가능(소형견),35000,46000,52000,63000,1848847311,운영중
2281,중앙야영장,전라남도 완도군 신지면 신리 산 29,정보없음,정보없음,정보없음,정보없음,정보없음,40000,52000,60000,72000,NOT_FOUND,휴업
2282,명사십리내정야영장,전라남도 완도군 신지면 신리 산 5,정보없음,정보없음,정보없음,정보없음,정보없음,45000,58000,68000,81000,NOT_FOUND,휴업
2283,유니의바다 카라반캠핑장,경상북도 포항시 남구 구룡포읍 일출로332번길 95-10,개별,정보없음,정보없음,정보없음,불가능,85000,110000,128000,153000,1998403279,운영중
2284,숲속의드림캠프야영장,경상북도 포항시 북구 흥해읍 암각화길 31-87,개별,정보없음,정보없음,정보없음,불가능,45000,58000,68000,81000,32930528,운영중
2285,토함산 락 글램핑,경상북도 경주시 보불로 190-17 (하동),개별,정보없음,정보없음,정보없음,불가능,100000,130000,150000,180000,550860256,운영중
2286,사나래카라반캠핑,경상북도 경주시 산내면 대현길 349,개별,정보없음,정보없음,정보없음,불가능,85000,110000,128000,153000,NOT_FOUND,휴업
2287,포유 야영장,경상북도 경주시 천북면 목실길 27-67,개별,정보없음,정보없음,정보없음,불가능,40000,52000,60000,72000,NOT_FOUND,휴업
2288,용천수캠핑장,경상북도 경주시 마동큰마을5길 13-14 (마동),개별,정보없음,정보없음,정보없음,불가능,40000,52000,60000,72000,NOT_FOUND,휴업
2289,스카이레저,경상북도 경주시 보불로 328-7 (하동),개별,정보없음,정보없음,정보없음,불가능,40000,52000,60000,72000,2024278058,운영중
2290,경주생태원캠핑장,경상북도 경주시 천북면 물천안길 31,개별,정보없음,정보없음,정보없음,불가능,45000,58000,68000,81000,1627204384,운영중
2291,경주 더숲 관광농원,경상북도 경주시 내남면 내외로 731-107,개별,정보없음,정보없음,정보없음,불가능,40000,52000,60000,72000,1895912501,운영중
2292,두바퀴로 가는 자동차 관광농원,경상북도 경주시 산내면 외칠일부길 278-182,개별,정보없음,정보없음,정보없음,불가능,40000,52000,60000,72000,1111441827,운영중
2293,송림오토캠핑장,경상북도 경주시 감포읍 동해안로 2015,개별,"전기,온수,놀이터,운동시설","산책로,수상레저,낚시,해수욕,청소년체험시설","일출명소,여름물놀이",불가능,35000,46000,52000,63000,35957424,운영중
2294,소백산 꽃가람야영장,경상북도 영주시 풍기읍 삼가로 407-7,개별,정보없음,정보없음,정보없음,가능,35000,46000,52000,63000,1876344983,운영중
2295,글램코티지,경상북도 영천시 임고면 포은로 175-32,개별,정보없음,정보없음,정보없음,불가능,45000,58000,68000,81000,1827209596,운영중
2296,주노글램핑,경상북도 영천시 자양면 별빛로 712-3,개별,정보없음,정보없음,정보없음,불가능,95000,124000,142000,171000,NOT_FOUND,휴업
2297,군위장곡자연휴양림,경상북도 군위군 삼국유사면 장곡휴양림길 195,정보없음,정보없음,정보없음,정보없음,정보없음,45000,58000,68000,81000,21688917,운영중
2298,하비리조트,경상북도 청도군 각북면 지슬길 34-17,개별,정보없음,정보없음,정보없음,불가능,40000,52000,60000,72000,36932612,운영중
2299,신난다 글램핑,경상북도 청도군 각북면 금천리 482,정보없음,정보없음,정보없음,정보없음,불가능,100000,130000,150000,180000,NOT_FOUND,휴업
2300,삼계리주말농원캠핑장,경상북도 청도군 운문면 신원3길 74,개별,정보없음,정보없음,정보없음,불가능,35000,46000,52000,63000,NOT_FOUND,휴업
2301,상비오토캠핑,경상북도 고령군 덕곡면 덕운로 1260,개별,정보없음,정보없음,정보없음,불가능,45000,58000,68000,81000,1563635942,운영중
2302,소망캠핑장,경상북도 고령군 운수면 대가야로 1850,개별,정보없음,정보없음,정보없음,불가능,45000,58000,68000,81000,1996968028,운영중
2303,라온오토캠핑장,경상북도 고령군 덕곡면 덕운로 945-27,정보없음,정보없음,정보없음,정보없음,정보없음,40000,52000,60000,72000,NOT_FOUND,휴업
2304,가산수피아 캠핑장,경상북도 칠곡군 가산면 학하4길 57-105,개별,정보없음,정보없음,정보없음,불가능,45000,58000,68000,81000,1174973346,운영중
2305,농업회사법인 오송 주식회사,경상북도 칠곡군 왜관읍 봉계로 348,개별,정보없음,정보없음,정보없음,불가능,35000,46000,52000,63000,NOT_FOUND,휴업
2306,이지캠핑,경상북도 예천군 감천면 충효로 1131-27,개별,정보없음,정보없음,정보없음,불가능,40000,52000,60000,72000,1544078882,운영중
2307,봉화별캠핑장,경상북도 봉화군 소천면 구마동길 513-127,개별,정보없음,정보없음,정보없음,불가능,35000,46000,52000,63000,1383766957,운영중
2308,무학봉 야영장,경상북도 봉화군 소천면 현동리 702-11,개별,정보없음,정보없음,정보없음,불가능,40000,52000,60000,72000,NOT_FOUND,휴업
2309,불영계곡 캠핑장,경상북도 울진군 울진읍 대흥리 76,개별,정보없음,정보없음,정보없음,불가능,45000,58000,68000,81000,NOT_FOUND,휴업
